User ID,Persona,Title,Category,Device,Timestamp,Watch %
user_1,Entertainment Junkie,Animals with Cameras,Documentaries,TV,2025-02-07 17:07:00,25
user_1,Entertainment Junkie,Election 97,From the Archives,Tablet,2025-03-15 17:07:00,50
user_1,Entertainment Junkie,The Disappearance of Pato,From the Archives,Smartphone,2024-11-24 17:07:00,25
user_1,Entertainment Junkie,Doctor Who - The Runaway Bride,From the Archives,Smartphone,2024-06-30 17:07:00,75
user_1,Entertainment Junkie,Culture in Quarantine - Earth To Alice - Signed,Signed,Laptop,2025-01-02 17:07:00,25
user_1,Entertainment Junkie,Silky Hotel,Comedy,TV,2024-08-20 17:07:00,10
user_1,Entertainment Junkie,Dumping Ground Island,CBBC,TV,2024-11-06 17:07:00,100
user_1,Entertainment Junkie,Match of the Day Wales - 2021/22: Pinatar Cup - Wales v Belgium,Sports,Laptop,2025-01-11 17:07:00,75
user_1,Entertainment Junkie,Pride Hits at the BBC,Music,Tablet,2024-09-12 17:07:00,75
user_1,Entertainment Junkie,Storyville - Being Evel Knievel,Documentaries,Laptop,2024-05-22 17:07:00,100
user_2,News Watcher,Jonas Kaufmann: Tenor for the Ages,Documentaries,Laptop,2024-12-26 17:07:00,10
user_2,News Watcher,Soldier in the Sun,Documentaries,Tablet,2024-12-28 17:07:00,50
user_2,News Watcher,Shame In The Game: Racism In Football,Documentaries,Smartphone,2024-09-03 17:07:00,25
user_2,News Watcher,Newsround Specials - Let's Talk About Periods,Documentaries,Laptop,2024-07-06 17:07:00,100
user_2,News Watcher,The Baby Club - Songs: The Bath Time Song,Signed,Smartphone,2024-11-10 17:07:00,75
user_2,News Watcher,Olobob Top,Signed,Smartphone,2024-05-02 17:07:00,25
user_2,News Watcher,EastEnders 2010 - 03/12/2009,From the Archives,Smartphone,2024-12-20 17:07:00,25
user_2,News Watcher,Death On The I-95,Documentaries,Smartphone,2024-06-03 17:07:00,25
user_2,News Watcher,Our CBBC,CBBC,Tablet,2025-02-15 17:07:00,25
user_2,News Watcher,Class of Tokyo 2020 - The Games,Sports,Tablet,2024-12-19 17:07:00,75
user_2,News Watcher,Viva La Diva: The Queens of Pop,Music,Laptop,2025-01-21 17:07:00,10
user_2,News Watcher,Fraud Squad,Documentaries,TV,2025-02-24 17:07:00,10
user_2,News Watcher,Skerryvore,Music,Smartphone,2025-04-03 17:07:00,75
user_2,News Watcher,Britain's Forgotten Men,Documentaries,Smartphone,2024-06-21 17:07:00,0
user_2,News Watcher,Down the Mighty River with Steve Backshall,Documentaries,Smartphone,2024-05-02 17:07:00,50
user_2,News Watcher,This World - Terror at the Mall,Documentaries,Tablet,2025-01-27 17:07:00,10
user_2,News Watcher,Art agus Tomaí san Eoraip,Documentaries,Smartphone,2025-01-25 17:07:00,25
user_2,News Watcher,My Family - Have a Unhappy Christmas,From the Archives,Tablet,2024-07-31 17:07:00,25
user_2,News Watcher,The Witchfinder,Comedy,Laptop,2024-09-17 17:07:00,25
user_2,News Watcher,Andy and the Band - Songs: Planet Rock,Signed,TV,2025-02-25 17:07:00,100
user_2,News Watcher,Call the Midwife - Special Delivery,From the Archives,Smartphone,2024-09-27 17:07:00,25
user_2,News Watcher,Women's Super League - 2021/22: Arsenal v Birmingham City,Sports,Laptop,2024-08-16 17:07:00,25
user_2,News Watcher,Movies With Ali Plumb - Edgar Wright: Movies That Made Me,Entertainment,TV,2024-10-17 17:07:00,25
user_2,News Watcher,The Black American Fight for Freedom,Documentaries,Smartphone,2024-05-29 17:07:00,50
user_2,News Watcher,The Bridge,From the Archives,Smartphone,2024-10-14 17:07:00,50
user_2,News Watcher,The Baby Club - Songs: Wheels on the Bus,Signed,Tablet,2025-01-20 17:07:00,25
user_3,Sports Fan,Bellator MMA - 2021: Bellator 272: Main event & Prelims,Sports,TV,2025-03-20 17:07:00,50
user_3,Sports Fan,Inspector Montalbano - The Track of Sand,From the Archives,Smartphone,2024-08-02 17:07:00,75
user_3,Sports Fan,Branagh: bringing Belfast home,Arts,TV,2025-01-10 17:07:00,25
user_3,Sports Fan,The Violence Paradox,Documentaries,Smartphone,2025-02-28 17:07:00,50
user_3,Sports Fan,Loop - Shorts: My Sculpture Brings People and Moths Together,Arts,Tablet,2024-06-27 17:07:00,25
user_3,Sports Fan,Anything Goes: The Musical,Music,Smartphone,2025-01-22 17:07:00,100
user_3,Sports Fan,School for Scoundrels,Comedy,Smartphone,2025-01-07 17:07:00,25
user_3,Sports Fan,Stacey Dooley Investigates - Mums Selling Their Kids for Sex,Documentaries,TV,2024-05-27 17:07:00,25
user_3,Sports Fan,Comedy Threesomes - Fully Blown:,Comedy,Smartphone,2025-02-24 17:07:00,25
user_3,Sports Fan,We Are England - Made in England: Make Mine a 99 - Crewe,Documentaries,TV,2024-12-22 17:07:00,50
user_3,Sports Fan,"Bitesize Daily: 9-11 Year Olds - Science 10-11 Year-Olds: Adaptation, Evolution and Inheritance",Signed,TV,2024-05-17 17:07:00,25
user_3,Sports Fan,Hoop Dreams,Documentaries,Tablet,2025-01-16 17:07:00,100
user_3,Sports Fan,"Football, Racism and Social Media",Documentaries,Laptop,2024-04-29 17:07:00,25
user_3,Sports Fan,Stacey Dooley: Costa del Narcos - Signed,Signed,Smartphone,2024-12-05 17:07:00,0
user_3,Sports Fan,The Joy of Painting,Arts,Laptop,2024-07-05 17:07:00,0
user_3,Sports Fan,Top Gear - Driving Home for Christmas,Entertainment,TV,2024-07-03 17:07:00,50
user_3,Sports Fan,EastEnders 2010 - 06/11/2009,From the Archives,Smartphone,2024-08-02 17:07:00,50
user_3,Sports Fan,Tree Fu Tom,Signed,Tablet,2025-03-25 17:07:00,25
user_3,Sports Fan,Boy Girl Dog Cat Mouse Cheese,CBBC,Laptop,2024-08-03 17:07:00,75
user_3,Sports Fan,Ambulance,Documentaries,Smartphone,2024-10-16 17:07:00,10
user_3,Sports Fan,Any One Of Us,Films,Laptop,2024-07-19 17:07:00,75
user_3,Sports Fan,Question Time - 2021: 22/04/2021 - Signed,Signed,Tablet,2024-05-07 17:07:00,50
user_3,Sports Fan,All Mod Cons,From the Archives,Tablet,2024-08-31 17:07:00,25
user_3,Sports Fan,RuPaul's Drag Race UK,Entertainment,Laptop,2024-08-08 17:07:00,25
user_3,Sports Fan,EastEnders 2010 - 17/11/2009,From the Archives,Tablet,2024-04-19 17:07:00,75
user_3,Sports Fan,Elizabeth & Philip: Love and Duty,Documentaries,Smartphone,2024-06-04 17:07:00,50
user_3,Sports Fan,Celebrity LOLs - Dwayne Johnson & Kevin Hart's very British Christmas,Entertainment,Smartphone,2024-05-01 17:07:00,10
user_3,Sports Fan,Heirs of the Night,Signed,Tablet,2025-03-27 17:07:00,50
user_3,Sports Fan,Armchair Voyage: Hellenic Cruise,From the Archives,TV,2025-01-16 17:07:00,25
user_3,Sports Fan,Our World - Yazidi Women: Clearing Sinjar's Mines,Documentaries,TV,2024-08-16 17:07:00,25
user_3,Sports Fan,CBeebies Presents - Stage Shows: The Snow Queen,Signed,Laptop,2025-03-23 17:07:00,75
user_3,Sports Fan,Monitor - Pop Goes the Easel,Documentaries,Laptop,2025-02-17 17:07:00,0
user_3,Sports Fan,Write Around the World with Richard E. Grant,Documentaries,TV,2024-10-01 17:07:00,50
user_3,Sports Fan,Monty Don's Adriatic Gardens,Documentaries,Smartphone,2024-10-09 17:07:00,75
user_3,Sports Fan,John Cage Live at the Barbican,From the Archives,TV,2025-01-27 17:07:00,100
user_4,Entertainment Junkie,Millie Inbetween - Specials:,CBBC,TV,2024-10-28 17:07:00,50
user_4,Entertainment Junkie,Project Children: Defusing the Troubles,Documentaries,Laptop,2025-03-22 17:07:00,50
user_4,Entertainment Junkie,Rigs of Nigg,Documentaries,Tablet,2024-04-29 17:07:00,75
user_4,Entertainment Junkie,Spiral,From the Archives,Tablet,2024-05-22 17:07:00,75
user_4,Entertainment Junkie,What We Were Watching - Christmas 1991 - Signed,Signed,TV,2025-02-24 17:07:00,75
user_4,Entertainment Junkie,Love and Death in City Hall,Documentaries,Laptop,2024-05-06 17:07:00,0
user_4,Entertainment Junkie,Click - Swingin' Satellites,Science & Nature,TV,2024-06-17 17:07:00,50
user_4,Entertainment Junkie,CBeebies Bedtime Stories - 6,Signed,TV,2024-10-01 17:07:00,50
user_4,Entertainment Junkie,Numberblocks - Numbersongs: Hen House Hop,Signed,Laptop,2024-10-15 17:07:00,10
user_4,Entertainment Junkie,Stacey Dooley - Face To Face with the Bounty Hunters,Documentaries,Tablet,2025-01-17 17:07:00,25
user_4,Entertainment Junkie,Bitesize Daily: 7-9 Year Olds - Maths: Addition and Subtraction - Signed,Signed,Tablet,2024-07-03 17:07:00,75
user_4,Entertainment Junkie,Movies With Ali Plumb - Becoming... Captain America,Entertainment,TV,2024-12-15 17:07:00,100
user_4,Entertainment Junkie,Meet the Red Devils: Parachute Regiment,From the Archives,Smartphone,2025-03-29 17:07:00,10
user_4,Entertainment Junkie,Shrill,Comedy,TV,2024-11-06 17:07:00,75
user_4,Entertainment Junkie,Sylvia Scarlett,Films,Tablet,2024-08-19 17:07:00,75
user_4,Entertainment Junkie,James Wong and the Malaysian Garden,Documentaries,Tablet,2024-06-22 17:07:00,50
user_4,Entertainment Junkie,Chronicle - The Roman Goose March: The Holy Sailors,Documentaries,Laptop,2024-07-18 17:07:00,10
user_4,Entertainment Junkie,Beardsley and his Work,Documentaries,Smartphone,2025-03-06 17:07:00,10
user_4,Entertainment Junkie,My First Festivals,Documentaries,Tablet,2024-04-27 17:07:00,75
user_4,Entertainment Junkie,Unpopular Opinion - Will Smith,Entertainment,Laptop,2024-12-10 17:07:00,90
user_4,Entertainment Junkie,Stevens & McCarthy,Comedy,Laptop,2025-01-06 17:07:00,10
user_4,Entertainment Junkie,Signs of the Times - That Little Bit Different,From the Archives,Tablet,2024-09-26 17:07:00,100
user_4,Entertainment Junkie,Last Tango in Halifax,From the Archives,Smartphone,2024-06-24 17:07:00,10
user_4,Entertainment Junkie,Paula McIntyre's Burns Night Banquet,Food,TV,2025-01-17 17:07:00,25
user_4,Entertainment Junkie,After the Battle,From the Archives,Laptop,2024-06-05 17:07:00,0
user_4,Entertainment Junkie,Chronicle - The Roman Goose March: The Holy Sailors,Documentaries,Tablet,2024-08-10 17:07:00,75
user_4,Entertainment Junkie,Rick Stein Tastes the Blues,Documentaries,Tablet,2024-10-19 17:07:00,0
user_4,Entertainment Junkie,Miriam’s Big Fat Adventure,Documentaries,Laptop,2025-01-12 17:07:00,50
user_4,Entertainment Junkie,Bellator MMA - 2021: Ryan Bader vs. Corey Anderson,Sports,Tablet,2024-07-12 17:07:00,25
user_4,Entertainment Junkie,Sir Simon Rattle at the BBC,Music,Smartphone,2024-12-14 17:07:00,50
user_4,Entertainment Junkie,Movies With Ali Plumb - Eddie Murphy: Coming 2 America,Entertainment,Laptop,2024-10-12 17:07:00,75
user_5,Entertainment Junkie,Storyville - The Great Hip Hop Hoax,Documentaries,Laptop,2025-02-25 17:07:00,50
user_5,Entertainment Junkie,Sold: Sex Slaves Next Door,Documentaries,TV,2025-01-15 17:07:00,25
user_5,Entertainment Junkie,Our Black History Heroes,CBBC,Tablet,2024-11-01 17:07:00,25
user_5,Entertainment Junkie,Face to Face - Martin Luther King,From the Archives,TV,2024-12-16 17:07:00,25
user_5,Entertainment Junkie,The Americas with Simon Reeve,Documentaries,Tablet,2024-10-09 17:07:00,25
user_5,Entertainment Junkie,Radio 2 Live - 2021: St,Music,TV,2024-11-13 17:07:00,25
user_5,Entertainment Junkie,Primary Colors,Films,Tablet,2024-08-22 17:07:00,25
user_5,Entertainment Junkie,Kirsty Wark Meets Artist Bridget Riley,Documentaries,TV,2024-08-22 17:07:00,50
user_5,Entertainment Junkie,Movies With Ali Plumb - Becoming... Tommy Shelby: A Peaky Blinders Special,Entertainment,Smartphone,2024-11-30 17:07:00,100
user_5,Entertainment Junkie,Blue Peter - Ice Hockey Challenge and Junior Bake Off Champ! - Signed,Signed,Smartphone,2024-04-23 17:07:00,75
user_5,Entertainment Junkie,Race Across the World,Signed,Smartphone,2024-10-08 17:07:00,25
user_5,Entertainment Junkie,Bitesize Daily: 9-11 Year Olds - Science 9-10 Year-Olds: Life Cycles,Signed,Laptop,2024-09-05 17:07:00,25
user_5,Entertainment Junkie,Harry Birrell Presents Films of Love and War,Documentaries,Laptop,2024-08-04 17:07:00,75
user_5,Entertainment Junkie,New Creatives - ISHTAR,Arts,Laptop,2024-10-28 17:07:00,10
user_5,Entertainment Junkie,Our World - Merkel's Germany,Documentaries,TV,2024-10-14 17:07:00,0
user_5,Entertainment Junkie,"Fred Dibnah's World of Steam, Steel and Stone",Documentaries,Laptop,2024-05-10 17:07:00,25
user_5,Entertainment Junkie,Young Guns,Films,Laptop,2024-10-05 17:07:00,50
user_5,Entertainment Junkie,Bitesize Daily: 5-7 Year Olds - Teacher Talks: Maths - Measuring,Signed,TV,2024-12-14 17:07:00,100
user_5,Entertainment Junkie,We Are England - Mental Health: Fighting My Phobia – Coventry,Documentaries,TV,2024-12-27 17:07:00,25
user_5,Entertainment Junkie,Nadiya: Anxiety and Me,Documentaries,Tablet,2024-11-28 17:07:00,25
user_5,Entertainment Junkie,Movies With Ali Plumb - Becoming... The Winter Soldier,Entertainment,Smartphone,2025-02-08 17:07:00,100
user_5,Entertainment Junkie,Awkwafina Is Nora from Queens,Comedy,Smartphone,2024-10-23 17:07:00,75
user_5,Entertainment Junkie,Reclaiming Amy - Signed,Signed,TV,2025-03-07 17:07:00,100
user_5,Entertainment Junkie,Backwashed,Comedy,Laptop,2024-10-14 17:07:00,50
user_5,Entertainment Junkie,Pavarotti,Music,Laptop,2024-05-20 17:07:00,10
user_5,Entertainment Junkie,This Beautiful Fantastic,Comedy,Smartphone,2024-07-24 17:07:00,10
user_5,Entertainment Junkie,Alaska: Earth's Frozen Kingdom,Documentaries,Smartphone,2025-02-05 17:07:00,50
user_5,Entertainment Junkie,Beacons: Short Films from Wales,Arts,TV,2024-06-02 17:07:00,75
user_5,Entertainment Junkie,Horizon - 1972-1973: The Curtain Of Silence,Documentaries,Smartphone,2024-05-22 17:07:00,25
user_5,Entertainment Junkie,The Sky at Night - Dark Skies,Documentaries,Tablet,2024-05-26 17:07:00,50
user_5,Entertainment Junkie,The Great Food Guys,Food,TV,2024-11-12 17:07:00,75
user_5,Entertainment Junkie,Andy and the Band - Songs: Here Boy!,Signed,Laptop,2025-01-06 17:07:00,75
user_5,Entertainment Junkie,Cornwall's Red River,Documentaries,Laptop,2024-11-30 17:07:00,25
user_6,News Watcher,BBC Proms - 2021: Beethoven’s Second Symphony,From the Archives,Tablet,2024-10-19 17:07:00,0
user_6,News Watcher,Tomorrow's World - Computers in the 60s,From the Archives,TV,2024-12-08 17:07:00,10
user_6,News Watcher,Coventry Cathedral: Building for a New Britain - Signed,Signed,Laptop,2024-08-26 17:07:00,50
user_6,News Watcher,Half a Sixpence,Comedy,TV,2025-04-02 17:07:00,25
user_6,News Watcher,Life Drawing Live! - 2021: The Show,Arts,Laptop,2024-10-13 17:07:00,100
user_6,News Watcher,The Road to,History,TV,2024-10-26 17:07:00,10
user_6,News Watcher,Wheelchair Basketball - 2022: East London Phoenix v Loughborough Lightning,Sports,TV,2024-05-11 17:07:00,75
user_6,News Watcher,Ulster to the Arctic – A Gentleman’s Adventure,Documentaries,Laptop,2024-09-22 17:07:00,50
user_6,News Watcher,Horizon - 1965-1966: Man In Space,Documentaries,TV,2024-10-25 17:07:00,25
user_6,News Watcher,The Scotts,Comedy,Laptop,2025-02-22 17:07:00,100
user_6,News Watcher,Meet the Red Devils: Parachute Regiment,From the Archives,Smartphone,2025-01-14 17:07:00,75
user_6,News Watcher,MasterChef,Entertainment,Laptop,2024-11-03 17:07:00,10
user_6,News Watcher,Culture in Quarantine - Silent World,Signed,Laptop,2024-10-21 17:07:00,75
user_6,News Watcher,Click - CES 2022: The Weird and Wonderful,Science & Nature,Tablet,2024-06-09 17:07:00,10
user_6,News Watcher,Tuesday Documentary - Barry Norman in Celebrity City,Documentaries,Smartphone,2024-06-18 17:07:00,25
user_6,News Watcher,Click - Short Edition - 01/01/2022,Science & Nature,Laptop,2024-05-20 17:07:00,100
user_6,News Watcher,Bitesize Daily: 7-9 Year Olds - Maths:,Signed,Tablet,2024-11-22 17:07:00,25
user_6,News Watcher,Bent Coppers: Crossing the Line of Duty,Documentaries,TV,2024-07-28 17:07:00,50
user_6,News Watcher,Numberblocks - Numbersongs: Zoom Zoom Zoom!,Signed,Laptop,2025-03-30 17:07:00,0
user_6,News Watcher,Modern Times - The Way of All Flesh,Documentaries,TV,2024-05-31 17:07:00,75
user_6,News Watcher,Culture in Quarantine - Hen Night,Signed,TV,2025-02-18 17:07:00,100
user_6,News Watcher,NIFL Premiership Highlights - 2021/2022: 30/08/2021,Sports,Tablet,2024-12-01 17:07:00,75
user_6,News Watcher,Louis Theroux - Savile,Documentaries,Laptop,2024-09-16 17:07:00,100
user_6,News Watcher,Scottish Women's Premier League 2021-22 - Glasgow City v,Sports,Smartphone,2024-08-06 17:07:00,25
user_6,News Watcher,Friends Like These,Entertainment,Smartphone,2024-10-09 17:07:00,50
user_6,News Watcher,Pride Hits at the BBC,Music,TV,2024-07-28 17:07:00,10
user_6,News Watcher,Arena - The Everly Brothers Reunion Concert,Documentaries,TV,2024-08-18 17:07:00,25
user_7,News Watcher,Arena - Blues Night:,Documentaries,Laptop,2025-03-05 17:07:00,10
user_7,News Watcher,Gloria Bell,Comedy,TV,2025-03-15 17:07:00,50
user_7,News Watcher,"Supercar, Superfam - Special: Rebuilding Kream",Entertainment,TV,2024-06-04 17:07:00,100
user_7,News Watcher,Dealbh is Slighe,Science & Nature,Laptop,2024-07-17 17:07:00,75
user_7,News Watcher,The Rap Game UK - Extras: Fake Rap Lyrics,Entertainment,TV,2024-06-16 17:07:00,25
user_7,News Watcher,CBeebies Presents - Songs: The Snow Queen: No Queen Better,Signed,TV,2025-02-18 17:07:00,10
user_7,News Watcher,Bitesize Daily: 9-11 Year Olds - Teacher Talks: English - Thesaurus,Signed,Smartphone,2025-03-24 17:07:00,50
user_7,News Watcher,The '85 Black Ball Final: Final Frame,From the Archives,Smartphone,2024-10-01 17:07:00,100
user_7,News Watcher,Scream Street,CBBC,TV,2024-07-06 17:07:00,75
user_7,News Watcher,Inspector Montalbano - A Diary from '43,From the Archives,Smartphone,2025-02-05 17:07:00,100
user_7,News Watcher,Danny and Mick,Signed,TV,2024-07-25 17:07:00,25
user_7,News Watcher,Extinction: The Facts,Documentaries,TV,2024-06-21 17:07:00,50
user_7,News Watcher,We Are England - Sporting Heroes: Mick Walks For England,Documentaries,TV,2025-01-27 17:07:00,75
user_7,News Watcher,The Everly Brothers: Harmonies from Heaven,Documentaries,Laptop,2025-01-07 17:07:00,25
user_7,News Watcher,Grand Tours of Scotland's Lochs,Documentaries,TV,2025-02-17 17:07:00,100
user_7,News Watcher,Top Gear - Driving Home for Christmas,Entertainment,Laptop,2024-06-20 17:07:00,100
user_7,News Watcher,Being...,Documentaries,TV,2025-03-13 17:07:00,50
user_7,News Watcher,Queen of the New Year,Comedy,Laptop,2024-11-24 17:07:00,50
user_7,News Watcher,Numberblocks - Numbersongs: Five Little Boats,Signed,Laptop,2025-01-30 17:07:00,75
user_7,News Watcher,Loop - Shorts: Embroidering Britain’s Lost Bees,Arts,Smartphone,2024-10-23 17:07:00,25
user_7,News Watcher,A House Through Time,Documentaries,Tablet,2024-11-22 17:07:00,25
user_7,News Watcher,People Just Do Nothing,Comedy,Laptop,2024-09-24 17:07:00,10
user_7,News Watcher,Jade Jones: Fighting for Gold,Documentaries,Laptop,2024-09-11 17:07:00,50
user_7,News Watcher,TUNE - Shorts: Bothy Bass: Bringing Beats to Bothy Ballads,Music,Smartphone,2025-03-22 17:07:00,25
user_7,News Watcher,Countryfile - Clinton Devon Estates,Science & Nature,TV,2024-04-10 17:07:00,0
user_7,News Watcher,Madhur Jaffrey's Flavours of India - Gujarat,Food,Tablet,2025-03-03 17:07:00,25
user_7,News Watcher,Storyville - Afghan Cricket Club - Out of the Ashes,Documentaries,Laptop,2024-10-11 17:07:00,25
user_7,News Watcher,Spotlight on the Troubles: A Secret History,Documentaries,Tablet,2024-08-30 17:07:00,25
user_7,News Watcher,Paddy and Christine McGuinness: Our Family and Autism,Documentaries,TV,2024-12-30 17:07:00,50
user_7,News Watcher,Cherry Valentine: Gypsy Queen and Proud,Documentaries,Tablet,2024-12-01 17:07:00,50
user_7,News Watcher,Pokémon: Diamond and Pearl,CBBC,TV,2024-06-09 17:07:00,10
user_8,News Watcher,Bitesize Daily: 9-11 Year Olds - Teacher Talks: Maths - Simplifying Ratios,Signed,TV,2025-01-21 17:07:00,100
user_8,News Watcher,Life at 50°C - Shorts: Return Of The River,Documentaries,Tablet,2024-06-09 17:07:00,50
user_8,News Watcher,Film Night - Film Night Special: Carry On Forever,Entertainment,Tablet,2024-09-23 17:07:00,25
user_8,News Watcher,King Kong,Films,Laptop,2024-08-09 17:07:00,25
user_8,News Watcher,The Baby Club - Songs: Pat-A-Cake,Signed,TV,2024-06-10 17:07:00,50
user_8,News Watcher,Legends of Welsh Sport - John Dawes,Sports,Tablet,2024-11-21 17:07:00,25
user_8,News Watcher,Kate Nash: Underestimate the Girl,Films,TV,2024-12-02 17:07:00,50
user_8,News Watcher,The Brexit Storm - Continuing Laura Kuenssberg’s Inside Story,Documentaries,Smartphone,2024-08-08 17:07:00,50
user_8,News Watcher,The Rainhill Story: St,Documentaries,Laptop,2024-08-18 17:07:00,50
user_8,News Watcher,"Panorama - Are You Scared Yet, Human?",Documentaries,TV,2024-12-06 17:07:00,50
user_8,News Watcher,Going to Work - The Rag Trade,From the Archives,Smartphone,2025-02-15 17:07:00,25
user_8,News Watcher,"The Live Lounge Show - Lizzo, Lil Nas X and Camila Cabello",Music,Laptop,2024-05-22 17:07:00,100
user_8,News Watcher,Exorcism: The Battle For Young Minds,Documentaries,Laptop,2024-08-11 17:07:00,75
user_8,News Watcher,The Rapper Who Chopped His Penis Off,Documentaries,Smartphone,2024-04-14 17:07:00,50
user_8,News Watcher,GiggleQuiz,Signed,Smartphone,2025-04-03 17:07:00,25
user_8,News Watcher,Dance Passion - 2022: Highlights,Arts,Tablet,2024-05-29 17:07:00,75
user_8,News Watcher,Between the Covers,Signed,TV,2024-05-18 17:07:00,25
user_8,News Watcher,France '98 - The Three Musketeers,Documentaries,Tablet,2024-11-26 17:07:00,100
user_8,News Watcher,Top of the Pops - New Year Special 2021/2022,Music,Tablet,2024-12-20 17:07:00,50
user_8,News Watcher,Life at 50°C - Shorts: Using Ice to Battle India's Heat,Documentaries,Smartphone,2024-04-16 17:07:00,25
user_8,News Watcher,Ar An Sliabh,Documentaries,Tablet,2024-04-29 17:07:00,10
user_8,News Watcher,Please Help,Comedy,Smartphone,2024-10-05 17:07:00,75
user_8,News Watcher,Matilda and the Ramsay Bunch,Signed,Smartphone,2025-01-07 17:07:00,50
user_8,News Watcher,"Bitesize Daily: 9-11 Year Olds - Teacher Talks: English - Past, Present and Future Tense",Signed,Laptop,2025-02-21 17:07:00,75
user_8,News Watcher,Sudden Death: My Sister’s Silent Killer,Documentaries,Smartphone,2024-07-24 17:07:00,25
user_9,News Watcher,"I, Tonya",Films,Tablet,2024-05-14 17:07:00,50
user_9,News Watcher,The Demon Headmaster,Signed,Laptop,2024-10-31 17:07:00,10
user_9,News Watcher,Stars of Wales,Music,Smartphone,2025-02-20 17:07:00,50
user_9,News Watcher,Bitesize Daily: 7-9 Year Olds - English: English - Spoken Language,Signed,Tablet,2024-12-01 17:07:00,100
user_9,News Watcher,Work It: Body Confidence Stories,Documentaries,Smartphone,2025-03-07 17:07:00,100
user_9,News Watcher,Tee and Mo - Only One Mum,Signed,Smartphone,2025-02-22 17:07:00,50
user_9,News Watcher,Flat Out Fabulous,Entertainment,Tablet,2024-12-01 17:07:00,50
user_9,News Watcher,BBC News Special - Coronavirus Update: 19/05/2021,Signed,Tablet,2024-08-10 17:07:00,75
user_9,News Watcher,Radio 1 Stories - Broken Heart Beats,Documentaries,Smartphone,2025-01-27 17:07:00,0
user_9,News Watcher,Half a Sixpence,Comedy,TV,2024-05-11 17:07:00,25
user_9,News Watcher,Lockdown Showdown,Entertainment,Tablet,2024-10-08 17:07:00,75
user_9,News Watcher,"Murder, Mystery and My Family",Documentaries,Laptop,2024-06-25 17:07:00,10
user_9,News Watcher,Movies With Ali Plumb - Becoming...: Hawkeye,Entertainment,Laptop,2024-04-30 17:07:00,50
user_9,News Watcher,Click - Short Edition - 15/01/2022,Science & Nature,Tablet,2024-07-29 17:07:00,10
user_9,News Watcher,The Fires that Foretold Grenfell - Signed,Signed,TV,2024-12-03 17:07:00,50
user_9,News Watcher,Arena - Into the Limelight - Tribute Bands,Documentaries,Smartphone,2024-10-09 17:07:00,25
user_9,News Watcher,Life at 50°C - Shorts: Nigeria Burning,Documentaries,Laptop,2024-07-04 17:07:00,25
user_9,News Watcher,Talking Pictures - Film’s Family Favourites,Documentaries,Tablet,2024-05-14 17:07:00,75
